2339,0,0,0,"c",0,"cesanta/mongoose",1,9,10
164,0,1,1,"c",1,"deepmind/lab",0,13,16
2102,0,3,5,"c",0,"jedisct1/libsodium",0,34,42
1185,3,18,0,"c",3,"kr/beanstalkd",1,75,100
539,0,2,2,"c",0,"lpereira/lwan",0,13,17
5285,0,4,16,"c",0,"mruby/mruby",3,26,49
15897,1,11,14,"c",8,"raspberrypi/linux",19,202,255
64,0,0,0,"c",0,"rswier/c4",0,0,0
208,0,10,14,"c",2,"squeaky-pl/japronto",0,78,104
1940,1,17,7,"c",2,"vmg/redcarpet",0,48,75
