1193,7,0,4,"ruby",1,"BBC-News/wraith",0,33,45
1703,0,4,7,"ruby",2,"binarylogic/authlogic",1,34,48
914,0,1,2,"ruby",2,"bkeepers/dotenv",0,19,24
17920,0,4,8,"ruby",0,"fog/fog",0,51,63
299,0,0,0,"ruby",3,"kneath/kss",2,9,14
2477,0,14,3,"ruby",3,"mbleigh/acts-as-taggable-on",0,64,84
1567,0,2,9,"ruby",1,"mroth/lolcommits",0,18,30
1440,0,1,2,"ruby",0,"rest-client/rest-client",0,23,26
2565,0,1,3,"ruby",1,"sferik/twitter",0,22,27
1149,0,7,11,"ruby",1,"sj26/mailcatcher",0,150,169
