language,unigram,freq
swift,window,0.00287992910943731
swift,sqlite,0.00275993206321075
swift,class,0.0027414709791759
swift,make,0.0027414709791759
swift,var,0.00272300989514104
swift,3,0.00270454881110619
swift,change,0.00254762959680992
swift,added,0.00226148279426968
swift,button,0.00226148279426968
swift,fix,0.00226148279426968
swift,nil,0.00225225225225225
swift,developer,0.00221533008418254
swift,public,0.00221533008418254
swift,file,0.00219686900014769
swift,c,0.0021322552060257
swift,works,0.0021322552060257
swift,carthage,0.00209533303795599
swift,time,0.00209533303795599
swift,user,0.00209533303795599
swift,pull,0.00205841086988628
swift,support,0.00203994978585143
swift,issues,0.00199379707576429
swift,string,0.00199379707576429
swift,update,0.00198456653374686
swift,int,0.00196610544971201
swift,case,0.00194764436567715
swift,working,0.00193841382365973
swift,shot,0.0019291832816423
swift,async,0.00191072219760744
swift,pagemenu,0.00191072219760744
swift,fixed,0.00188303057155516
swift,found,0.00188303057155516
swift,data,0.00187380002953773
swift,menu,0.00185533894550288
swift,alert,0.00184610840348545
swift,pods,0.0018276473194506
swift,run,0.00180918623541574
swift,text,0.00179995569339832
swift,request,0.00179072515138089
swift,bar,0.00178149460936346
swift,line,0.00177226406734603
swift,cocoapods,0.00175380298331118
swift,method,0.00173534189927633
swift,show,0.00171688081524147
swift,pod,0.00170765027322404
swift,windows,0.00169841973120662
swift,type,0.00168918918918919
swift,dollar,0.00167995864717176
swift,expression,0.00167072810515433
swift,xlpagertabstrip,0.00165226702111948
swift,test,0.00164303647910205
swift,table,0.00160611431103234
swift,master,0.00158765322699749
swift,branch,0.00155073105892778
swift,width,0.00154150051691035
swift,find,0.0015230394328755
swift,clang,0.00150457834884064
swift,frame,0.00150457834884064
swift,result,0.00150457834884064
swift,title,0.00148611726480579
swift,check,0.00147688672278836
swift,bool,0.00146765618077093
swift,good,0.00145842563875351
swift,main,0.00144919509673608
swift,4,0.00143073401270123
swift,card,0.00141227292866637
swift,great,0.00141227292866637
swift,image,0.00141227292866637
swift,true,0.00140304238664894
swift,trello,0.00139381184463152
