language,repo,num_comments
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,11
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,10
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,13
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,25
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,28
ruby,mroth/lolcommits,17
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,11
ruby,mroth/lolcommits,11
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,9
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,12
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,9
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,9
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,9
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,10
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,19
ruby,mroth/lolcommits,20
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,12
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,9
ruby,mroth/lolcommits,12
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,13
ruby,mroth/lolcommits,30
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,37
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,9
ruby,mroth/lolcommits,14
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,21
ruby,mroth/lolcommits,20
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,12
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,14
ruby,mroth/lolcommits,30
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,14
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,7
ruby,mroth/lolcommits,9
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,25
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,0
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,12
ruby,mroth/lolcommits,1
ruby,mroth/lolcommits,18
ruby,mroth/lolcommits,109
ruby,mroth/lolcommits,8
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,5
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,6
ruby,mroth/lolcommits,2
ruby,mroth/lolcommits,3
ruby,mroth/lolcommits,4
ruby,mroth/lolcommits,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,10
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,10
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,17
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,35
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,10
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,49
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,38
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,9
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,9
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,53
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,13
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,7
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,31
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,10
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,20
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,9
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,9
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,7
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,13
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,7
ruby,sj26/mailcatcher,34
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,0
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,5
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,7
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,6
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,3
ruby,sj26/mailcatcher,8
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,2
ruby,sj26/mailcatcher,4
ruby,sj26/mailcatcher,1
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,8
rust,iron/iron,12
rust,iron/iron,9
rust,iron/iron,0
rust,iron/iron,4
rust,iron/iron,1
rust,iron/iron,4
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,12
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,7
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,2
rust,iron/iron,2
rust,iron/iron,5
rust,iron/iron,6
rust,iron/iron,6
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,0
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,11
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,15
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,9
rust,iron/iron,1
rust,iron/iron,6
rust,iron/iron,6
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,3
rust,iron/iron,10
rust,iron/iron,12
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,6
rust,iron/iron,1
rust,iron/iron,5
rust,iron/iron,1
rust,iron/iron,6
rust,iron/iron,11
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,4
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,8
rust,iron/iron,2
rust,iron/iron,2
rust,iron/iron,3
rust,iron/iron,4
rust,iron/iron,3
rust,iron/iron,4
rust,iron/iron,2
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,6
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,5
rust,iron/iron,8
rust,iron/iron,5
rust,iron/iron,3
rust,iron/iron,15
rust,iron/iron,2
rust,iron/iron,2
rust,iron/iron,10
rust,iron/iron,2
rust,iron/iron,16
rust,iron/iron,3
rust,iron/iron,2
rust,iron/iron,4
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,3
rust,iron/iron,4
rust,iron/iron,5
rust,iron/iron,0
rust,iron/iron,6
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,6
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,6
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,0
rust,iron/iron,2
rust,iron/iron,39
rust,iron/iron,1
rust,iron/iron,6
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,5
rust,iron/iron,5
rust,iron/iron,0
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,12
rust,iron/iron,8
rust,iron/iron,6
rust,iron/iron,0
rust,iron/iron,4
rust,iron/iron,2
rust,iron/iron,0
rust,iron/iron,23
rust,iron/iron,2
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,10
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,2
rust,iron/iron,3
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,4
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,7
rust,iron/iron,4
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,3
rust,iron/iron,3
rust,iron/iron,8
rust,iron/iron,2
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,3
rust,iron/iron,8
rust,iron/iron,1
rust,iron/iron,6
rust,iron/iron,1
rust,iron/iron,6
rust,iron/iron,4
rust,iron/iron,5
rust,iron/iron,2
rust,iron/iron,5
rust,iron/iron,2
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,4
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,3
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,2
rust,iron/iron,4
rust,iron/iron,4
rust,iron/iron,3
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,0
rust,iron/iron,5
rust,iron/iron,3
rust,iron/iron,0
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,2
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,3
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,2
rust,iron/iron,0
rust,iron/iron,4
rust,iron/iron,0
rust,iron/iron,4
rust,iron/iron,2
rust,iron/iron,5
rust,iron/iron,0
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,6
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,3
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,13
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,10
rust,iron/iron,10
rust,iron/iron,15
rust,iron/iron,1
rust,iron/iron,4
rust,iron/iron,4
rust,iron/iron,0
rust,iron/iron,4
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,0
rust,iron/iron,19
rust,iron/iron,1
rust,iron/iron,11
rust,iron/iron,0
rust,iron/iron,3
rust,iron/iron,2
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,2
rust,iron/iron,5
rust,iron/iron,0
rust,iron/iron,0
rust,iron/iron,4
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,19
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,7
rust,iron/iron,1
rust,iron/iron,3
rust,iron/iron,1
rust,iron/iron,0
rust,iron/iron,2
rust,iron/iron,0
rust,iron/iron,1
rust,iron/iron,1
rust,iron/iron,4
rust,iron/iron,1
rust,iron/iron,5
rust,iron/iron,0
rust,iron/iron,0
rust,BurntSushi/ripgrep,0
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,8
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,3
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,7
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,6
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,3
rust,BurntSushi/ripgrep,4
rust,BurntSushi/ripgrep,4
rust,BurntSushi/ripgrep,0
rust,BurntSushi/ripgrep,4
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,4
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,15
rust,BurntSushi/ripgrep,8
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,13
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,6
rust,BurntSushi/ripgrep,3
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,3
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,7
rust,BurntSushi/ripgrep,4
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,29
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,3
rust,BurntSushi/ripgrep,10
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,14
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,6
rust,BurntSushi/ripgrep,9
rust,BurntSushi/ripgrep,6
rust,BurntSushi/ripgrep,19
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,3
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,0
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,7
rust,BurntSushi/ripgrep,8
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,4
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,5
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,2
rust,BurntSushi/ripgrep,7
rust,BurntSushi/ripgrep,1
rust,BurntSushi/ripgrep,3
rust,BurntSushi/ripgrep,3
